backers_count,converted_pledged_amount,country,current_currency,disable_communication,fx_rate,goal,is_starrable,pledged,spotlight,staff_pick,duration,launched_quarter,launched_month,launched_year,launched_week,goal_reached,pledge_per_backer,main_category,cat_name
148,13200,GB,USD,FALSE,1.30994986,7500,FALSE,8200,TRUE,FALSE,29,3,9,2013,35,1.09333,55.405,design/product design,Product Design
